id,name,html_http,html_https,html_external-js,html_iframes,html_XMLHttpRequests,html_scriptTags,html_POST,html_GET,html_objectTags,html_bodyTags,html_imgTags,html_fromCharCode,html_formTags,html_document.write,html_document.writeIn,html_innerHTML,html_createElement('script'),html_tabs.executeScript(),html_appendChild(),html_%u,html_\x,html_\,html_%,html_!,html_href=javascript,html_ClickJack,html_VBScript,html_CoinHive,js_http,js_https,js_iframes,js_XMLHttpRequests,js_external-js,js_POST,js_GET,js_document.write,js_document.writeIn,js_innerHTML,js_fromCharCode,js_createElement('script'),js_keywords,js_tabs.executeScript(),js_appendChild,js_%u,js_\x,js_\,js_!,js_ClickJack,js_CoinHive,css_background-image,css_behavior,css_@import,permission_<all_urls>,permission_http://*/*,permission_https://*/*,permission_*://*/*,permission_webRequest,permission_webRequestBlocking,permission_tabs,permission_storage,permission_history,permission_cookies,permission_notifications,permission_background,permission_unlimitedStorage,permission_contextMenus,permission_management,permission_activeTab,permission_sessions,permission_identity,permission_webNavigation,permission_downloads,permission_debugger,permission_alarms,permission_scripting,permission_search,permission_fileSystem,permission_fileSystem.write,permission_desktopCapture,isMalicious
0,extension_1_5_6_0,0.002,0,0,0,0,0.003780718,0,0,0,0.041666667,0.009787928,0,0,0,0,0,0,0,0,0,0,0,0,0.001633987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003527337,0.00116144,0,5.85E-05,0,0.002477701,0,0,0,5.56E-05,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,extension_2_5_5_0,0.036,0.143302181,0,0.2,0,0.115311909,0,0,0,0.354166667,0.123980424,0,0.12,0,0,0,0,0,0,0,0,0,0.003078668,0.034994553,0,0,0,0,0.05677547,0.01570997,0.040816327,0.05,0.008196721,0.005387931,0.061559508,0,0,0.024691358,0.015098722,0.006968641,0.018378622,0.257142857,0.012884044,0.003496503,0.000104187,0.00036968,0.026075409,0,0,0.133349409,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2,extension_4_22202_540_1,0,0,0,0,0,0.001890359,0,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136166,0,0,0,0,0.001384768,0.009063444,0.020408163,0.1275,0,0.011853448,0.041039672,0,0,0.010582011,0.106852497,0.003484321,0.031134262,0.085714286,0.027750248,0.041958042,0.001151847,0.011885359,0.056429119,0,0,0.036170726,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3,SuperZoom-Vir-Extension,0,0,0,0,0,0.017013233,0,0,0,0.020833333,0.001631321,0,0.04,0,0,0,0,0,0,0,0,0,0,0.000136166,0,0,0,0,0.008704253,0.002618328,0.020408163,0.0125,0.004098361,0.002155172,0.005471956,0,0,0.02292769,0.00232288,0.003484321,0.002352305,0.085714286,0.010406343,0,2.89E-05,0.002096438,0.005417329,0,0,0.033759344,0,0.041666667,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
4,extension_1_10_6_0,0,0.003115265,0,0,0,0.007561437,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000544662,0,0,0,0,0.012462908,0.013293051,0,0.02,0,0,0,0,0,0.017636684,0.013937282,0,0.007133518,0,0.017839445,0,0.000451478,0.000830117,0.031748325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,extension_2_3_2_0,0.01,0,0,0,0,0.015122873,0,0,0,0.145833333,0.001631321,0,0,0,0,0,0,0,0,0,0,0,0,0.00122549,0,0,0,0,0.027101879,0.069486405,0,0.1075,0.106557377,0.023706897,0.077975376,0,0,0.32627866,0.037166086,0.003484321,0.012052444,0.485714286,0.081268583,0,0.000144704,0.009354143,0.028031204,0,0,0.007234145,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,extension_1_0_0_4,0,0.00623053,0,0.1,0,0.007561437,0,0,0,0.041666667,0.003262643,0,0,0,0,0,0,0,0,0,0,0,8.10E-05,0.000136166,0,0,0,0,0.004549951,0.006042296,0.040816327,0.0425,0.016393443,0.004310345,0.016415869,0,0,0.052910053,0.00232288,0.008710801,0.00278524,0,0.015361744,0,0.000115764,0.000301731,0.006556357,0,0,0.000241138,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,extension_1_0_0_1,0,0,0,0,0,0.001890359,0,0,0,0.020833333,0.001631321,0,0,0,0,0,0,0,0,0,0,0,0,0.000272331,0,0,0,0,0,0.00040282,0,0.0075,0,0.002155172,0.006839945,0,0,0,0.00116144,0,0.000705778,0,0,0.003496503,0,2.66E-05,0.000794542,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,extension_3_17_2_0,0,0,0,0,0,0.005671078,0,0,0,0.0625,0.001631321,0,0,0,0,0,1,0,0.095238095,0,0,0,8.10E-05,0.000544662,0,0,0,0,0.018199802,0.013897281,0,0.0375,0.016393443,0.007543103,0.016415869,0.013513514,0,0.051146384,0.06387921,0.013937282,0.031842622,0,0.027750248,0,0.003270319,0.007876848,0.080737646,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
9,extension_0_75_0_0,0.002,0,0,0,0,0.06805293,0,0,0,0.104166667,0.053833605,0,0,0,0,0,0,0,0,0,0,0.20071048,0.000162035,0.000680828,0,0,0,0,0.000593472,0.00020141,0.020408163,0.0075,0.004098361,0.001077586,0.005471956,0,0,0.047619048,0.00232288,0.00174216,0.002410833,0,0.007928642,0,2.89E-05,0.00011499,0.003744902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,extension_1_0_23_0,0,0.003115265,0,0,0,0.003780718,0,0,0,0.041666667,0.006525285,0,0,0,0,0,0,0,0,0,0,0,0.000162035,0.000408497,0,0,0,0,0,0.001409869,0,0,0.008196721,0,0,0,0,0.001763668,0,0,0.000239276,0,0.015857284,0,0,2.23E-05,0.000511174,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,extension_1_1_7_0,0,0,0,0,0,0.015122873,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000544662,0,0,0,0,0.00652819,0.003826788,0,0.0075,0.008196721,0.006465517,0.001367989,0,0,0.029982363,0.009291521,0.003484321,0.007569035,0,0.008919722,0.003496503,2.32E-05,0.000229981,0.020941448,0,0,0.006751869,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,extension_0_3_3_0,0,0,0,0,0,0.009451796,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000680828,0,0,0,0,0.014836795,0.001812689,0,0,0,0.001077586,0,0,0,0.0670194,0.027874564,0.005226481,0.011410359,0.057142857,0.013379584,0,0.000138916,0.00509997,0.032665104,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,extension_1_0_15_0,0.004,0.068535826,0,0,0,0.013232514,0,0,0,0.041666667,0.001631321,0,0,0,0,0,0,0,0,0,0,0,0,0.000408497,0,0,0,0,0.000593472,0.00020141,0,0.005,0,0.001077586,0.005471956,0,0,0.015873016,0.00232288,0.00174216,0.001066413,0,0.009910803,0,7.52E-05,0.000123543,0.004167176,0,0,0.003858211,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,extension_1_5_22_0,0.01,0.037383178,0,0,0,0.18147448,0,0,0,0.104166667,0.01141925,0,0,0,0,0,0,0,0,0,0,0,0,0.001906318,0,0,0,0,0.003956479,0.036455186,0,0.0075,0.012295082,0.003232759,0.001367989,0,0,0.003527337,0.019744483,0.00174216,0.020349635,0.228571429,0.073835481,0,0.000422537,0.002112119,0.038137995,0,0,0.004099349,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
15,extension_9_9_8_993,0.004,0.124610592,0,0.1,0,0.196597353,0,0,0,0.166666667,0.027732463,0,0.186666667,0,0,0,0,0,0,0,0,0.001776199,0.001539334,0.034586057,0,0,0,0,0.026508408,0.057401813,0.081632653,0.1075,0.06557377,0.011853448,0.023255814,0.054054054,0,0.074074074,0.066202091,0.00174216,0.01947602,0.171428571,0.059960357,0.017482517,0.000196798,0.000804458,0.028964651,0,0,0.007475283,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
16,extension_1_7_3_0,0,0,0,0,0,0.013232514,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136166,0,0,0,0,0.00553907,0.060221551,0.040816327,0.01,0,0.001077586,0.006839945,0,0,0.024691358,0.005807201,0,0.005258904,0.057142857,0.010406343,0,3.47E-05,0.000175812,0.007845403,0,0,0.000964553,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,PhisingTrojan-Vir-Extension,0.02,0.00623053,0,0,0,0.001890359,0,0,0,0.020833333,0.013050571,0,0.013333333,0,0,0,0,0,0,0,0,0,0.000162035,0.000272331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44E-06,0,0,0,0,2.85E-06,5.56E-06,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,extension_4_5_11_0,0,0.003115265,0,0,0,0.018903592,0,0,0,0.125,0.004893964,0,0.013333333,0,0,0,0,0,0,0,0,0,0.028356153,0.000816993,0,0,0,0,0.055390702,0.027391742,0.020408163,0.035,0.06147541,0.003232759,0.025991792,0,0,0.206349206,0.017421603,0.019163763,0.04798083,0,0.781466799,0,0.00012734,0.004198578,0.074609119,0,0,0.004340487,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,extension_3_0_12_0,0.012,0.031152648,0,0,0,0.051039698,0,0,0,0.083333333,0.003262643,0,0.013333333,0,0,0,0,0,0,0,0,0,0.005833266,0.002042484,0,0,0,0,0.003363007,0.007452165,0,0.005,0.016393443,0.001077586,0.005471956,0,0,0.044091711,0.011614402,0.00174216,0.00598706,0.142857143,0.026263627,0,8.10E-05,0.000302206,0.009484493,0,0,0.002893658,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,extension_2_6_11_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001186944,0.00040282,0,0.005,0,0.001077586,0.004103967,0,0,0.037037037,0,0.00174216,0.000824555,0.057142857,0.011397423,0,5.21E-05,0.000133522,0.00377824,0,0,0.012056909,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,extension_2022_429_1_0,0.008,0.00623053,0,0,0,0.001890359,0,0,0,0.020833333,0.001631321,0,0,0,0,0,0,0,0,0,0,0.003552398,0.000729158,0.000272331,0,0,0,0,0.003165183,0.027995972,0,0.0125,0,0.007543103,0.004103967,0,0,0,0,0,0.006698863,0.057142857,0.024777007,0,0,0.000424324,0.002544755,0,0,0.040752351,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,extension_22_0_1673_0,0,0,0,0,0,0.009451796,0,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011275964,0.028600201,0,0.015,0.020491803,0.001077586,0.008207934,0,0,0.028218695,0.016260163,0.00174216,0.006560289,0.085714286,0.014370664,0,0.000654064,0.000704673,0.009306693,0,0,0.015673981,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,extension_14_11_0_0,0,0,0,0,0,0.005671078,0,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136166,0,0,0,0,0.064094955,0.258811682,0.06122449,0.13,0.151639344,0.100215517,0.121751026,0,0,0.149911817,0.235772358,0.074912892,0.122942163,0.114285714,0.131318137,0.041958042,0.021468344,0.036837819,0.364450099,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,extension_2_21_50_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011077543,0,0,0,0.001077586,0,0,0,0.021164021,0,0,0.000369242,0,0.016848365,0,0,2.23E-05,0.00098901,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,extension_7_6_0_0,0,0,0,0,0,0.005671078,0,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023145401,0.020342397,0,0.095,0.028688525,0.038793103,0.034199726,0,0,0.075837743,0.170731707,0.010452962,0.076037213,0.028571429,0.082755203,0,0.000700369,0.003641207,0.099050995,0,0,0,0.015625,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,VideoDownloaderForFacebook-Vir-Extension,0,0,0,0,0,0.005671078,0,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136166,0,0,0,0,0.005934718,0.003826788,0.020408163,0.0075,0,0.001077586,0.005471956,0,0,0.029982363,0.010452962,0.00174216,0.002206846,0.2,0.012388503,0,0.000109975,0.000220478,0.00497283,0,0,0.003617073,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
27,extension_0_1_9_0,0,0,0,0.2,0,0.011342155,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.000243053,0.000408497,0,0,0,0,0.000197824,0.00020141,0,0,0,0,0,0,0,0,0,0.00174216,0.000129106,0,0.008424182,0,0,0,7.78E-05,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,extension_2_5_1_0,0.01,0,0,0.2,0,0.255198488,0,0,0,0.0625,0.135399674,0,0,0,0,0,0,0,0,0,0,0.065719361,0.053876691,0.006672113,0,0,0,0,0.003956479,0.007452165,0.081632653,0.075,0,0.035560345,0.039671683,0.027027027,0,0.058201058,0.076655052,0.012195122,0.035979168,0,0.023290387,0.01048951,9.26E-05,0.006207585,0.081876674,0,0,0.03038341,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
29,extension_1_7_0_0,0,0,0,0,0,0.005671078,0,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,8.10E-05,0.000136166,0,0,0,0,0.003758655,0.004632427,0,0.0025,0.012295082,0,0.002735978,0,0,0.014109347,0.005807201,0,0.005371656,0,0.004955401,0,0.009573643,0.02521,0.020135794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,extension_6_1_12_0,0,0.07165109,0.02173913,0,0,0.015122873,0,0,0,0.083333333,0.006525285,0,0,0,0,0,0,0,0,0,0,0,0.000405088,0.003812636,0,0,0,0,0.01305638,0.001812689,0,0,0,0,0,0,0,0.031746032,0.088269454,0,0.007871142,0,0.016352825,0,0.000219951,0.000532663,0.016385336,0,0,0.033759344,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,extension_51_0_0_0,0,0,0,0,0,0.003780718,0,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136166,0,0,0,0,0.000791296,0.005035247,0,0.015,0.008196721,0.00862069,0.009575923,0,0,0.035273369,0.00116144,0,0.003214731,0,0.015857284,0,0,0.000545967,0.005589572,0,0,0.006028454,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,extension_7_32_0_0,0.004,0.037383178,0,0,0,0.009451796,0,0,0,0.020833333,0.017944535,0,0,0,0,0,0,0,0,0,0,0,0.000243053,0.000272331,0,0,0,0,0.001582591,0.002215509,0.020408163,0.005,0.004098361,0.001077586,0.004103967,0,0,0.0335097,0.005807201,0.003484321,0.005089345,0,0.010406343,0,2.89E-05,0.000194819,0.009584505,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,extension_2_6_18_0,0,0.109034268,0,0,0,0.011342155,0,0,0,0.020833333,0.061990212,0,0,0,0,0,0,0,0,0,0,0,0.00234951,0.038262527,0,0,0,0,0.002373887,0.012688822,0.040816327,0.005,0.008196721,0.014008621,0.006839945,0,0,0.081128748,0.003484321,0.00174216,0.004744203,0,0.016848365,0,5.21E-05,0.00053884,0.011584749,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34,extension_5_4_0_0,0,0,0,0,0,0.001890359,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0.000648141,0.00462963,0,0,0,0,0.000791296,0.00060423,0,0.0025,0,0.001077586,0.002735978,0,0,0.003527337,0,0,0.005177137,0.057142857,0.007433102,0.003496503,0,0.00032739,0.006534132,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35,extension_2_37_0_0,0,0,0,0,0,0.001890359,0,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040282,0,0,0,0,0,0,0,0,0,0,1.64E-05,0.057142857,0,0,0,6.18E-06,2.78E-05,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,extension_3_27_0_0,0,0.003115265,0,0,0,0.003780718,0,0,0,0.041666667,0.006525285,0,0,0,0,0,0,0,0,0,0,0,0.000729158,0.000272331,0,0,0,0,0.000395648,0.000805639,0,0.0075,0,0,0.001367989,0,0,0.012345679,0,0,0.000387317,0.228571429,0.010901883,0,0,1.71E-05,0.000616742,0,0,0.001446829,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37,extension_1_7_1_0,0,0.003115265,0,0,0,0.011342155,0,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136166,0,0,0,0,0.010682493,0.032426989,0,0.1325,0.077868852,0.03125,0.046511628,0,0,0.086419753,0.077816492,0.008710801,0.052870492,0,0.042616452,0.020979021,0.001962192,0.002935108,0.100701197,0,0,0.006993007,0,0.083333333,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38,Download26-Vir-Extension,0.01,0,0.043478261,0,0,0.011342155,0,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0.001782387,0.000680828,0,0,0,0,0.001186944,0.00040282,0,0,0,0,0.002735978,0,0,0.001763668,0,0,0.000288336,0,0,0,0,5.18E-05,0.001850226,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
39,extension_1_1_2_0,0,0,0,0,0,0.005671078,0,0,0,0.083333333,0.006525285,0,0,0,0,0,0,0,0,0,0,0,0,0.000544662,0,0,0,0,0,0.00040282,0,0.0175,0,0,0.004103967,0,0,0.049382716,0.013937282,0,0.004081461,0,0.00049554,0,0,1.43E-05,0.007023081,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,Download29-Vir-Extension,0.722,0.199376947,0.152173913,0.3,0,0.075614367,0,0,0,0.041666667,0.044045677,0.153846154,0,0.586206897,0,0,0,0,0,0,0.521126761,0.520426288,0.017175727,0.031045752,0,0,0,0,0.004549951,0.001208459,0,0.005,0.008196721,0.001077586,0.004103967,0,0,0.037037037,0,0.00174216,0.000898575,0,0.007433102,0,0.00955049,0.000945583,0.003794908,0,0,0.000723415,0,0.083333333,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,extension_0_1_4_0,0,0,0,0,0,0.007561437,0,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000408497,0,0,0,0,0.001582591,0.012084592,0,0,0.106557377,0,0,0,0,0.001763668,0,0,0.003358469,0,0.007433102,0,0,9.41E-05,0.002128038,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,extension_3_7_12_0,0,0.003115265,0.02173913,0,0,0.020793951,0,0,0,0.145833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000680828,0,0,0,0,1,0.139778449,0.040816327,0.1525,0.090163934,0.067887931,0.415868673,0,0,0.11287478,0.146341463,0.111498258,0.115797456,0.257142857,0.081764123,0.01048951,0.000937684,0.018854163,0.258770516,0,0,0.00265252,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43,extension_4_0_3_0,0,0,0,0,0,0.007561437,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0.000162035,0.000544662,0,0,0,0,0.005736894,0.007653575,0.020408163,0.0075,0,0.003232759,0.002735978,0,0,0.029982363,0.012775842,0.003484321,0.004788099,0.057142857,0.022299306,0,4.63E-05,0.000945108,0.021291491,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,extension_8_61_0_0,0,0,0,0,0,0.003780718,0,0,0,0.041666667,0.006525285,0,0,0,0,0,0,0,0,0,0,0,0,0.000136166,0,0,0,0,0.004352127,0.167774421,0,0.0925,0.143442623,0.005387931,0.042407661,0,0,0.130511464,0.004645761,0.017421603,0.004895687,0,0.032705649,0,0.001400739,0.000828692,0.012712665,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,Download33-Vir-Extension,0.482,0.937694704,1,0,0,0.117202268,0,0,0,0.020833333,0.060358891,0,0.053333333,0,0,0,0,0,0,0,0,0,0.00267358,0.013616558,0,0,0,0,0,0.00040282,0,0,0,0.002155172,0,0,0,0,0,0,6.02E-05,0,0,0,0,0,1.11E-05,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,extension_2_7_4_0,0,0.003115265,0,0,0,0.018903592,0,0,0,0.041666667,0.001631321,0,0,0,0,0,0,0,0,0,0,0,0,0.000272331,0,0,0,0,0,0.00020141,0,0.0075,0,0.001077586,0.006839945,0,0,0.02292769,0.003484321,0.00174216,0.001500208,0,0.011397423,0,6.95E-05,0.000132097,0.004511663,0,0,0.000723415,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,extension_4_0_5_0,0.014,0,0,0,0,0.020793951,0,0,0,0.0625,0.001631321,0,0,0,0,0,0,0,0,0,0,0,0,0.000680828,0,0,0,0,0.002373887,0.001007049,0.06122449,0.0075,0.004098361,0.001077586,0.005471956,0.013513514,0,0.029982363,0.00232288,0.00174216,0.00140553,0.085714286,0.010901883,0,3.47E-05,0.000205747,0.00531176,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48,extension_3_7_1_0,0,0.015576324,0,0,0,0.005671078,0,0,0,0.020833333,0.006525285,0,0,0,0,0,0,0,0,0,0,0,0,0.000272331,0,0,0,0,0.004945598,0.018126888,0.040816327,0.03,0.028688525,0.010775862,0.019151847,0,0,0.12345679,0.017421603,0.008710801,0.017585913,0.771428571,0.043111992,0,0.000167857,0.001540967,0.034698685,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49,extension_2_4_51_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005341246,0.021752266,0,0.015,0.004098361,0.001077586,0.006839945,0,0,0.02292769,0.005807201,0,0.002352305,0.028571429,0.015361744,0,0.000121552,0.000743162,0.003350409,0,0,0.015915119,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,Download38-Vir-Extension,0.248,0.049844237,0.173913043,0,0,0.04536862,0,0,0,0.041666667,0.024469821,0,0.013333333,0,0,0,0,0,0,0,0,0,0.004455967,0.006263617,0,0,0,0,0.002373887,0.001208459,0,0,0.004098361,0,0,0,0,0,0.00116144,0,1.98E-05,0,0,0,0.000573029,4.94E-05,1.11E-05,0,0,0.000241138,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,ScriptRedirector-Vir-Extension,0.26,0,0.065217391,0,0,0.039697543,0,0,0,0.020833333,0.032626427,0,0.08,0.137931034,0,0,0,0,0,0,0,0,1,0.00122549,0,0,0,0,0.000197824,0.00040282,0,0.01,0,0,0.001367989,0.121621622,0,0.007054674,0,0.00174216,3.70E-05,0,0,0,0,0,3.89E-05,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
52,AllapleVirus-Vir-Extension,0.086,0,0,0,0,0.017013233,0,0,0,0.020833333,0.073409462,0,0,0.103448276,0,0,0,0,0,0,0,0.008880995,0.001863404,0.003812636,0,0,0,0,0.000197824,0.00020141,0,0,0.004098361,0,0,0.013513514,0,0,0,0.00174216,1.46E-05,0,0,0,0,1.90E-06,8.89E-05,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,ManyLinks-Vir-Extension,0.094,0.003115265,0.086956522,0,0,0.02268431,0,0,0,0.020833333,0.088091354,0,0.026666667,0,0,0,0,0,0,0,0,0,0.005104108,0.003267974,0,0,0,0,0.001384768,0.00040282,0,0,0,0,0,0.081081081,0,0,0,0.00174216,5.77E-05,0,0,0,0,0,3.33E-05,0,0,0.000241138,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,extension_1_6_1_0,0,0,0,0,0,0.001890359,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.000197824,0.001409869,0,0,0.004098361,0,0,0,0,0.003527337,0,0.00174216,8.52E-05,0.028571429,0.002973241,0,0,4.75E-06,7.22E-05,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
